Movies_name,Movies_url,Movies_WorldWide,Movies_Domestic,Movies_Overseas,Movies_Year
Spider-Man: Homecoming,https://www.boxofficemojo.com/movies/?id=spiderman2017.htm,880.2,334.2,546,2017
Harry Potter and the Chamber of Secrets,https://www.boxofficemojo.com/movies/?id=harrypotter2.htm,879.2,262.2,617,2002^
Ice Age: Continental Drift,https://www.boxofficemojo.com/movies/?id=iceage4.htm,877.2,161.3,715.9,2012
The Secret Life of Pets,https://www.boxofficemojo.com/movies/?id=illumination2015.htm,875.5,368.4,507.1,2016
Batman v Superman: Dawn of Justice,https://www.boxofficemojo.com/movies/?id=superman2015.htm,873.6,330.4,543.3,2016
The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/movies/?id=fellowshipofthering.htm,871.5,315.5,556,2001^
Wolf Warrior 2,https://www.boxofficemojo.com/movies/?id=wolfwarrior2.htm,870.3,2.7,867.6,2017
The Hunger Games: Catching Fire,https://www.boxofficemojo.com/movies/?id=catchingfire.htm,865,424.7,440.3,2013
Guardians of the Galaxy Vol. 2,https://www.boxofficemojo.com/movies/?id=marvel17a.htm,863.8,389.8,473.9,2017
Inside Out,https://www.boxofficemojo.com/movies/?id=pixar2014.htm,857.6,356.5,501.1,2015
Venom (2018),https://www.boxofficemojo.com/movies/?id=venom2018.htm,856.1,213.5,642.6,2018
Thor: Ragnarok,https://www.boxofficemojo.com/movies/?id=marvel2017.htm,854,315.1,538.9,2017
Star Wars: Episode III - Revenge of the Sith,https://www.boxofficemojo.com/movies/?id=starwars3.htm,848.8,380.3,468.5,2005^
Transformers: Revenge of the Fallen,https://www.boxofficemojo.com/movies/?id=transformers2.htm,836.3,402.1,434.2,2009
The Twilight Saga: Breaking Dawn Part 2,https://www.boxofficemojo.com/movies/?id=breakingdawn2.htm,829.7,292.3,537.4,2012
Inception,https://www.boxofficemojo.com/movies/?id=inception.htm,828.3,292.6,535.7,2010
Wonder Woman,https://www.boxofficemojo.com/movies/?id=wonderwoman.htm,821.8,412.6,409.3,2017
Spider-Man,https://www.boxofficemojo.com/movies/?id=spiderman.htm,821.7,403.7,418,2002
Independence Day,https://www.boxofficemojo.com/movies/?id=independenceday.htm,817.4,306.2,511.2,1996^
Fantastic Beasts and Where To Find Them,https://www.boxofficemojo.com/movies/?id=fantasticbeasts.htm,814,234,580,2016
Coco,https://www.boxofficemojo.com/movies/?id=pixar1117.htm,807.1,209.7,597.4,2017
Shrek the Third,https://www.boxofficemojo.com/movies/?id=shrek3.htm,799,322.7,476.2,2007
Harry Potter and the Prisoner of Azkaban,https://www.boxofficemojo.com/movies/?id=harrypotter3.htm,796.9,249.8,547.1,2004^
Pirates of the Caribbean: Dead Men Tell No Tales,https://www.boxofficemojo.com/movies/?id=potc5.htm,794.9,172.6,622.3,2017
E.T.: The Extra-Terrestrial,https://www.boxofficemojo.com/movies/?id=et.htm,792.9,435.1,357.8,1982^
Mission: Impossible - Fallout,https://www.boxofficemojo.com/movies/?id=missionimpossible6.htm,791.1,220.2,571,2018
Fast & Furious 6,https://www.boxofficemojo.com/movies/?id=fast6.htm,788.7,238.7,550,2013
Indiana Jones and the Kingdom of the Crystal Skull,https://www.boxofficemojo.com/movies/?id=indianajones4.htm,786.6,317.1,469.5,2008
Deadpool 2,https://www.boxofficemojo.com/movies/?id=foxmarvel18.htm,785,324.6,460.5,2018^
Spider-Man 2,https://www.boxofficemojo.com/movies/?id=spiderman2.htm,783.8,373.6,410.2,2004
Deadpool,https://www.boxofficemojo.com/movies/?id=deadpool2016.htm,783.1,363.1,420,2016
Star Wars,https://www.boxofficemojo.com/movies/?id=starwars4.htm,775.4,461,314.4,1977^
Guardians of the Galaxy,https://www.boxofficemojo.com/movies/?id=marvel2014a.htm,773.3,333.2,440.2,2014
2012,https://www.boxofficemojo.com/movies/?id=2012.htm,769.7,166.1,603.6,2009
Maleficent,https://www.boxofficemojo.com/movies/?id=maleficient.htm,758.5,241.4,517.1,2014
Fast & Furious Presents: Hobbs & Shaw,https://www.boxofficemojo.com/movies/?id=hobbsshaw.htm,758.3,173.2,585.1,2019
The Da Vinci Code,https://www.boxofficemojo.com/movies/?id=davincicode.htm,758.2,217.5,540.7,2006
The Amazing Spider-Man,https://www.boxofficemojo.com/movies/?id=spiderman4.htm,757.9,262,495.9,2012
Avengers: Endgame,https://www.boxofficemojo.com/movies/?id=marvel2019.htm,2796.3,858.4,1937.9,2019
Avatar,https://www.boxofficemojo.com/movies/?id=avatar.htm,2789.7,760.5,2029.2,2009^
Titanic,https://www.boxofficemojo.com/movies/?id=titanic.htm,2187.5,659.4,1528.1,1997^
Star Wars: The Force Awakens,https://www.boxofficemojo.com/movies/?id=starwars7.htm,2068.2,936.7,1131.6,2015
Avengers: Infinity War,https://www.boxofficemojo.com/movies/?id=marvel0518.htm,2048.4,678.8,1369.5,2018
Jurassic World,https://www.boxofficemojo.com/movies/?id=jurassicpark4.htm,1671.7,652.3,1019.4,2015
The Lion King (2019),https://www.boxofficemojo.com/movies/?id=lionkingliveaction.htm,1646.1,541.4,1104.7,2019
Marvel's The Avengers,https://www.boxofficemojo.com/movies/?id=avengers11.htm,1518.8,623.4,895.5,2012
Furious 7,https://www.boxofficemojo.com/movies/?id=fast7.htm,1516,353,1163,2015
Avengers: Age of Ultron,https://www.boxofficemojo.com/movies/?id=avengers2.htm,1405.4,459,946.4,2015
Black Panther,https://www.boxofficemojo.com/movies/?id=marvel2017b.htm,1346.9,700.1,646.9,2018
Harry Potter and the Deathly Hallows Part 2,https://www.boxofficemojo.com/movies/?id=harrypotter72.htm,1341.7,381.2,960.5,2011^
Star Wars: The Last Jedi,https://www.boxofficemojo.com/movies/?id=starwars8.htm,1332.5,620.2,712.4,2017
Jurassic World: Fallen Kingdom,https://www.boxofficemojo.com/movies/?id=jurassicworldsequel.htm,1308.5,417.7,890.7,2018
Frozen,https://www.boxofficemojo.com/movies/?id=frozen2013.htm,1276.5,400.7,875.7,2013
Beauty and the Beast (2017),https://www.boxofficemojo.com/movies/?id=beautyandthebeast2017.htm,1263.5,504,759.5,2017
Incredibles 2,https://www.boxofficemojo.com/movies/?id=theincredibles2.htm,1242.8,608.6,634.2,2018
The Fate of the Furious,https://www.boxofficemojo.com/movies/?id=furious8.htm,1236,226,1010,2017
Iron Man 3,https://www.boxofficemojo.com/movies/?id=ironman3.htm,1214.8,409,805.8,2013
Minions,https://www.boxofficemojo.com/movies/?id=minions.htm,1159.4,336,823.4,2015
Captain America: Civil War,https://www.boxofficemojo.com/movies/?id=marvel2016.htm,1153.3,408.1,745.2,2016
Aquaman,https://www.boxofficemojo.com/movies/?id=dcfilm0617.htm,1148.1,335.1,813,2018
Spider-Man: Far from Home,https://www.boxofficemojo.com/movies/?id=spidermanhomecoming2.htm,1131.4,390.4,741,2019
Captain Marvel,https://www.boxofficemojo.com/movies/?id=marvel2018a.htm,1128.3,426.8,701.4,2019
Transformers: Dark of the Moon,https://www.boxofficemojo.com/movies/?id=transformers3.htm,1123.8,352.4,771.4,2011
The Lord of the Rings: The Return of the King,https://www.boxofficemojo.com/movies/?id=returnoftheking.htm,1119.9,377.8,742.1,2003^
Skyfall,https://www.boxofficemojo.com/movies/?id=bond23.htm,1108.6,304.4,804.2,2012
Transformers: Age of Extinction,https://www.boxofficemojo.com/movies/?id=transformers4.htm,1104.1,245.4,858.6,2014
The Dark Knight Rises,https://www.boxofficemojo.com/movies/?id=batman3.htm,1084.9,448.1,636.8,2012
Toy Story 4,https://www.boxofficemojo.com/movies/?id=pixar2017.htm,1068.1,433.3,634.8,2019
Toy Story 3,https://www.boxofficemojo.com/movies/?id=toystory3.htm,1067,415,652,2010
Pirates of the Caribbean: Dead Man's Chest,https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm,1066.2,423.3,642.9,2006
Rogue One: A Star Wars Story,https://www.boxofficemojo.com/movies/?id=starwars2016.htm,1056.1,532.2,523.9,2016
Aladdin (2019),https://www.boxofficemojo.com/movies/?id=disneyfairytale22019.htm,1050.4,355.5,695,2019
Pirates of the Caribbean: On Stranger Tides,https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,1045.7,241.1,804.6,2011
Despicable Me 3,https://www.boxofficemojo.com/movies/?id=despicableme3.htm,1034.8,264.6,770.2,2017
Jurassic Park,https://www.boxofficemojo.com/movies/?id=jurassicpark.htm,1029.5,402.8,626.7,1993^
Finding Dory,https://www.boxofficemojo.com/movies/?id=pixar2015.htm,1028.6,486.3,542.3,2016
Star Wars: Episode I - The Phantom Menace,https://www.boxofficemojo.com/movies/?id=starwars.htm,1027,474.5,552.5,1999^
Alice in Wonderland (2010),https://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,1025.5,334.2,691.3,2010
Zootopia,https://www.boxofficemojo.com/movies/?id=disney2016.htm,1023.8,341.3,682.5,2016
The Hobbit: An Unexpected Journey,https://www.boxofficemojo.com/movies/?id=hobbit.htm,1021.1,303,718.1,2012
The Dark Knight,https://www.boxofficemojo.com/movies/?id=darkknight.htm,1004.9,535.2,469.7,2008^
Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/movies/?id=harrypotter.htm,975.1,317.9,657.2,2001^
Despicable Me 2,https://www.boxofficemojo.com/movies/?id=despicableme2.htm,970.8,368.1,602.7,2013
The Lion King,https://www.boxofficemojo.com/movies/?id=lionking.htm,968.5,422.8,545.7,1994^
The Jungle Book (2016),https://www.boxofficemojo.com/movies/?id=junglebook2015.htm,966.6,364,602.5,2016
Pirates of the Caribbean: At World's End,https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean3.htm,963.4,309.4,654,2007
Jumanji: Welcome to the Jungle,https://www.boxofficemojo.com/movies/?id=jumanji2016.htm,962.1,404.6,557.6,2017^
Harry Potter and the Deathly Hallows Part 1,https://www.boxofficemojo.com/movies/?id=harrypotter7.htm,961,296.1,664.8,2010^
The Hobbit: The Desolation of Smaug,https://www.boxofficemojo.com/movies/?id=hobbit2.htm,958.4,258.4,700,2013
The Hobbit: The Battle of the Five Armies,https://www.boxofficemojo.com/movies/?id=hobbit3.htm,956,255.1,700.9,2014
Finding Nemo,https://www.boxofficemojo.com/movies/?id=findingnemo.htm,940.3,380.8,559.5,2003^
Harry Potter and the Order of the Phoenix,https://www.boxofficemojo.com/movies/?id=harrypotter5.htm,940,292.1,647.9,2007^
Harry Potter and the Half-Blood Prince,https://www.boxofficemojo.com/movies/?id=harrypotter6.htm,934.5,302.1,632.5,2009^
The Lord of the Rings: The Two Towers,https://www.boxofficemojo.com/movies/?id=twotowers.htm,926,342.6,583.5,2002^
Shrek 2,https://www.boxofficemojo.com/movies/?id=shrek2.htm,919.8,441.2,478.6,2004
Bohemian Rhapsody,https://www.boxofficemojo.com/movies/?id=bohemianrhapsody.htm,903.7,216.4,687.2,2018
Harry Potter and the Goblet of Fire,https://www.boxofficemojo.com/movies/?id=harrypotter4.htm,897.1,290.2,606.9,2005^
Spider-Man 3,https://www.boxofficemojo.com/movies/?id=spiderman3.htm,890.9,336.5,554.3,2007
Ice Age: Dawn of the Dinosaurs,https://www.boxofficemojo.com/movies/?id=iceage3.htm,888.8,196.6,692.2,2009
Spectre,https://www.boxofficemojo.com/movies/?id=bond24.htm,880.7,200.1,680.6,2015
Spider-Man: Homecoming,https://www.boxofficemojo.com/movies/?id=spiderman2017.htm,880.2,334.2,546,2017
Harry Potter and the Chamber of Secrets,https://www.boxofficemojo.com/movies/?id=harrypotter2.htm,879.2,262.2,617,2002^
Ice Age: Continental Drift,https://www.boxofficemojo.com/movies/?id=iceage4.htm,877.2,161.3,715.9,2012
The Secret Life of Pets,https://www.boxofficemojo.com/movies/?id=illumination2015.htm,875.5,368.4,507.1,2016
Batman v Superman: Dawn of Justice,https://www.boxofficemojo.com/movies/?id=superman2015.htm,873.6,330.4,543.3,2016
The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/movies/?id=fellowshipofthering.htm,871.5,315.5,556,2001^
Wolf Warrior 2,https://www.boxofficemojo.com/movies/?id=wolfwarrior2.htm,870.3,2.7,867.6,2017
The Hunger Games: Catching Fire,https://www.boxofficemojo.com/movies/?id=catchingfire.htm,865,424.7,440.3,2013
Guardians of the Galaxy Vol. 2,https://www.boxofficemojo.com/movies/?id=marvel17a.htm,863.8,389.8,473.9,2017
Inside Out,https://www.boxofficemojo.com/movies/?id=pixar2014.htm,857.6,356.5,501.1,2015
Venom (2018),https://www.boxofficemojo.com/movies/?id=venom2018.htm,856.1,213.5,642.6,2018
Thor: Ragnarok,https://www.boxofficemojo.com/movies/?id=marvel2017.htm,854,315.1,538.9,2017
Star Wars: Episode III - Revenge of the Sith,https://www.boxofficemojo.com/movies/?id=starwars3.htm,848.8,380.3,468.5,2005^
Transformers: Revenge of the Fallen,https://www.boxofficemojo.com/movies/?id=transformers2.htm,836.3,402.1,434.2,2009
The Twilight Saga: Breaking Dawn Part 2,https://www.boxofficemojo.com/movies/?id=breakingdawn2.htm,829.7,292.3,537.4,2012
Inception,https://www.boxofficemojo.com/movies/?id=inception.htm,828.3,292.6,535.7,2010
Wonder Woman,https://www.boxofficemojo.com/movies/?id=wonderwoman.htm,821.8,412.6,409.3,2017
Spider-Man,https://www.boxofficemojo.com/movies/?id=spiderman.htm,821.7,403.7,418,2002
Independence Day,https://www.boxofficemojo.com/movies/?id=independenceday.htm,817.4,306.2,511.2,1996^
Fantastic Beasts and Where To Find Them,https://www.boxofficemojo.com/movies/?id=fantasticbeasts.htm,814,234,580,2016
Coco,https://www.boxofficemojo.com/movies/?id=pixar1117.htm,807.1,209.7,597.4,2017
Shrek the Third,https://www.boxofficemojo.com/movies/?id=shrek3.htm,799,322.7,476.2,2007
Harry Potter and the Prisoner of Azkaban,https://www.boxofficemojo.com/movies/?id=harrypotter3.htm,796.9,249.8,547.1,2004^
Pirates of the Caribbean: Dead Men Tell No Tales,https://www.boxofficemojo.com/movies/?id=potc5.htm,794.9,172.6,622.3,2017
E.T.: The Extra-Terrestrial,https://www.boxofficemojo.com/movies/?id=et.htm,792.9,435.1,357.8,1982^
Mission: Impossible - Fallout,https://www.boxofficemojo.com/movies/?id=missionimpossible6.htm,791.1,220.2,571,2018
Fast & Furious 6,https://www.boxofficemojo.com/movies/?id=fast6.htm,788.7,238.7,550,2013
Indiana Jones and the Kingdom of the Crystal Skull,https://www.boxofficemojo.com/movies/?id=indianajones4.htm,786.6,317.1,469.5,2008
Deadpool 2,https://www.boxofficemojo.com/movies/?id=foxmarvel18.htm,785,324.6,460.5,2018^
Spider-Man 2,https://www.boxofficemojo.com/movies/?id=spiderman2.htm,783.8,373.6,410.2,2004
Deadpool,https://www.boxofficemojo.com/movies/?id=deadpool2016.htm,783.1,363.1,420,2016
Star Wars,https://www.boxofficemojo.com/movies/?id=starwars4.htm,775.4,461,314.4,1977^
Guardians of the Galaxy,https://www.boxofficemojo.com/movies/?id=marvel2014a.htm,773.3,333.2,440.2,2014
2012,https://www.boxofficemojo.com/movies/?id=2012.htm,769.7,166.1,603.6,2009
Maleficent,https://www.boxofficemojo.com/movies/?id=maleficient.htm,758.5,241.4,517.1,2014
Fast & Furious Presents: Hobbs & Shaw,https://www.boxofficemojo.com/movies/?id=hobbsshaw.htm,758.3,173.2,585.1,2019
The Da Vinci Code,https://www.boxofficemojo.com/movies/?id=davincicode.htm,758.2,217.5,540.7,2006
The Amazing Spider-Man,https://www.boxofficemojo.com/movies/?id=spiderman4.htm,757.9,262,495.9,2012
Avengers: Endgame,https://www.boxofficemojo.com/movies/?id=marvel2019.htm,2796.3,858.4,1937.9,2019
Avatar,https://www.boxofficemojo.com/movies/?id=avatar.htm,2789.7,760.5,2029.2,2009^
Titanic,https://www.boxofficemojo.com/movies/?id=titanic.htm,2187.5,659.4,1528.1,1997^
Star Wars: The Force Awakens,https://www.boxofficemojo.com/movies/?id=starwars7.htm,2068.2,936.7,1131.6,2015
Avengers: Infinity War,https://www.boxofficemojo.com/movies/?id=marvel0518.htm,2048.4,678.8,1369.5,2018
Jurassic World,https://www.boxofficemojo.com/movies/?id=jurassicpark4.htm,1671.7,652.3,1019.4,2015
The Lion King (2019),https://www.boxofficemojo.com/movies/?id=lionkingliveaction.htm,1646.1,541.4,1104.7,2019
Marvel's The Avengers,https://www.boxofficemojo.com/movies/?id=avengers11.htm,1518.8,623.4,895.5,2012
Furious 7,https://www.boxofficemojo.com/movies/?id=fast7.htm,1516,353,1163,2015
Avengers: Age of Ultron,https://www.boxofficemojo.com/movies/?id=avengers2.htm,1405.4,459,946.4,2015
Black Panther,https://www.boxofficemojo.com/movies/?id=marvel2017b.htm,1346.9,700.1,646.9,2018
Harry Potter and the Deathly Hallows Part 2,https://www.boxofficemojo.com/movies/?id=harrypotter72.htm,1341.7,381.2,960.5,2011^
Star Wars: The Last Jedi,https://www.boxofficemojo.com/movies/?id=starwars8.htm,1332.5,620.2,712.4,2017
Jurassic World: Fallen Kingdom,https://www.boxofficemojo.com/movies/?id=jurassicworldsequel.htm,1308.5,417.7,890.7,2018
Frozen,https://www.boxofficemojo.com/movies/?id=frozen2013.htm,1276.5,400.7,875.7,2013
Beauty and the Beast (2017),https://www.boxofficemojo.com/movies/?id=beautyandthebeast2017.htm,1263.5,504,759.5,2017
Incredibles 2,https://www.boxofficemojo.com/movies/?id=theincredibles2.htm,1242.8,608.6,634.2,2018
The Fate of the Furious,https://www.boxofficemojo.com/movies/?id=furious8.htm,1236,226,1010,2017
Iron Man 3,https://www.boxofficemojo.com/movies/?id=ironman3.htm,1214.8,409,805.8,2013
Minions,https://www.boxofficemojo.com/movies/?id=minions.htm,1159.4,336,823.4,2015
Captain America: Civil War,https://www.boxofficemojo.com/movies/?id=marvel2016.htm,1153.3,408.1,745.2,2016
Aquaman,https://www.boxofficemojo.com/movies/?id=dcfilm0617.htm,1148.1,335.1,813,2018
Spider-Man: Far from Home,https://www.boxofficemojo.com/movies/?id=spidermanhomecoming2.htm,1131.4,390.4,741,2019
Captain Marvel,https://www.boxofficemojo.com/movies/?id=marvel2018a.htm,1128.3,426.8,701.4,2019
Transformers: Dark of the Moon,https://www.boxofficemojo.com/movies/?id=transformers3.htm,1123.8,352.4,771.4,2011
The Lord of the Rings: The Return of the King,https://www.boxofficemojo.com/movies/?id=returnoftheking.htm,1119.9,377.8,742.1,2003^
Skyfall,https://www.boxofficemojo.com/movies/?id=bond23.htm,1108.6,304.4,804.2,2012
Transformers: Age of Extinction,https://www.boxofficemojo.com/movies/?id=transformers4.htm,1104.1,245.4,858.6,2014
The Dark Knight Rises,https://www.boxofficemojo.com/movies/?id=batman3.htm,1084.9,448.1,636.8,2012
Toy Story 4,https://www.boxofficemojo.com/movies/?id=pixar2017.htm,1068.1,433.3,634.8,2019
Toy Story 3,https://www.boxofficemojo.com/movies/?id=toystory3.htm,1067,415,652,2010
Pirates of the Caribbean: Dead Man's Chest,https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm,1066.2,423.3,642.9,2006
Rogue One: A Star Wars Story,https://www.boxofficemojo.com/movies/?id=starwars2016.htm,1056.1,532.2,523.9,2016
Aladdin (2019),https://www.boxofficemojo.com/movies/?id=disneyfairytale22019.htm,1050.4,355.5,695,2019
Pirates of the Caribbean: On Stranger Tides,https://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,1045.7,241.1,804.6,2011
Despicable Me 3,https://www.boxofficemojo.com/movies/?id=despicableme3.htm,1034.8,264.6,770.2,2017
Jurassic Park,https://www.boxofficemojo.com/movies/?id=jurassicpark.htm,1029.5,402.8,626.7,1993^
Finding Dory,https://www.boxofficemojo.com/movies/?id=pixar2015.htm,1028.6,486.3,542.3,2016
Star Wars: Episode I - The Phantom Menace,https://www.boxofficemojo.com/movies/?id=starwars.htm,1027,474.5,552.5,1999^
Alice in Wonderland (2010),https://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,1025.5,334.2,691.3,2010
Zootopia,https://www.boxofficemojo.com/movies/?id=disney2016.htm,1023.8,341.3,682.5,2016
